#   See ftp://ftp.ncbi.nlm.nih.gov/genomes/README_assembly_summary.txt for a description of the columns in this file.
# assembly_accession	bioproject	biosample	wgs_master	refseq_category	taxid	species_taxid	organism_name	infraspecific_name	isolate	version_status	assembly_level	release_type	genome_rep	seq_rel_date	asm_name	submitter	gbrs_paired_asm	paired_asm_comp	ftp_path	excluded_from_refseq	relation_to_type_material
GCA_000970025.1	PRJNA230939	SAMN03074575		representative genome	1434108	2208	Methanosarcina barkeri MS	strain=MS		latest	Complete Genome	Major	Full	2015/04/07	ASM97002v1	University of Illinois at Urbana-Champaign	GCF_000970025.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/970/025/GCA_000970025.1_ASM97002v1		assembly from type material
GCA_000970065.1	PRJNA230937	SAMN03074573		na	1434106	2208	Methanosarcina barkeri 227	strain=227		latest	Complete Genome	Major	Full	2015/04/07	ASM97006v1	University of Illinois at Urbana-Champaign	GCF_000970065.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/970/065/GCA_000970065.1_ASM97006v1		
GCA_000970305.1	PRJNA230938	SAMN03074574		representative genome	1434107	2208	Methanosarcina barkeri 3	strain=3		latest	Complete Genome	Major	Full	2015/04/07	ASM97030v1	University of Illinois at Urbana-Champaign	GCF_000970305.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/970/305/GCA_000970305.1_ASM97030v1		
GCA_001027005.1	PRJNA49587	SAMN02866457		na	796385	2208	Methanosarcina barkeri CM1	strain=CM1		latest	Complete Genome	Major	Full	2015/06/03	ASM102700v1	PGgRc	GCF_001027005.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/027/005/GCA_001027005.1_ASM102700v1		
GCA_001316305.1	PRJDB882	SAMD00016803	BBEF00000000.1	na	1298606	2208	Methanosarcina barkeri JCM 10043	strain=JCM 10043		latest	Contig	Major	Full	2015/10/06	ASM131630v1	The University of Tokyo	GCF_001316305.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/316/305/GCA_001316305.1_ASM131630v1	many frameshifted proteins	assembly from type material
GCA_000007065.1	PRJNA300	SAMN02603290		na	192952	2209	Methanosarcina mazei Go1	strain=Go1		latest	Complete Genome	Major	Full	2002/05/20	ASM706v1	Gottingen Genomics Laboratory	GCF_000007065.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/007/065/GCA_000007065.1_ASM706v1		
GCA_000341715.1	PRJNA176295	SAMN02603746		na	1236903	2209	Methanosarcina mazei Tuc01	strain=Tuc01		latest	Complete Genome	Major	Full	2013/02/22	ASM34171v1	Rede Paraense de Genomica e Proteomica	GCF_000341715.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/341/715/GCA_000341715.1_ASM34171v1	missing tRNA genes	
GCA_000970165.1	PRJNA230950	SAMN03074586		na	1434117	2209	Methanosarcina mazei WWM610	strain=WWM610		latest	Complete Genome	Major	Full	2015/04/07	ASM97016v1	University of Illinois at Urbana-Champaign	GCF_000970165.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/970/165/GCA_000970165.1_ASM97016v1		
GCA_000970185.1	PRJNA230948	SAMN03074584		na	1434115	2209	Methanosarcina mazei SarPi	strain=SarPi		latest	Complete Genome	Major	Full	2015/04/07	ASM97018v1	University of Illinois at Urbana-Champaign	GCF_000970185.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/970/185/GCA_000970185.1_ASM97018v1		
GCA_000970205.1	PRJNA230947	SAMN03074583		representative genome	213585	2209	Methanosarcina mazei S-6	strain=S-6		latest	Complete Genome	Major	Full	2015/04/07	ASM97020v1	University of Illinois at Urbana-Champaign	GCF_000970205.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/970/205/GCA_000970205.1_ASM97020v1		assembly from type material
GCA_000970225.1	PRJNA230946	SAMN03074582		na	1434114	2209	Methanosarcina mazei LYC	strain=LYC		latest	Complete Genome	Major	Full	2015/04/07	ASM97022v1	University of Illinois at Urbana-Champaign	GCF_000970225.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/970/225/GCA_000970225.1_ASM97022v1		
GCA_000970245.1	PRJNA230945	SAMN03074581		na	1434113	2209	Methanosarcina mazei C16	strain=C16		latest	Complete Genome	Major	Full	2015/04/07	ASM97024v1	University of Illinois at Urbana-Champaign	GCF_000970245.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/970/245/GCA_000970245.1_ASM97024v1		assembly from synonym type material
GCA_000978935.1	PRJNA242781	SAMN02708945	JJPF00000000.1	na	2209	2209	Methanosarcina mazei	strain=3.F.A.2.5		latest	Scaffold	Major	Full	2015/04/23	gtlEnvA5udCFS	University of Illinois at Urbana-Champaign	GCF_000978935.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/978/935/GCA_000978935.1_gtlEnvA5udCFS		
GCA_000978945.1	PRJNA242781	SAMN02708944	JJPB00000000.1	na	2209	2209	Methanosarcina mazei	strain=3.F.A.1A.3		latest	Scaffold	Major	Full	2015/04/23	gtlEnvA5udCFS	University of Illinois at Urbana-Champaign	GCF_000978945.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/978/945/GCA_000978945.1_gtlEnvA5udCFS		
GCA_000978955.1	PRJNA242781	SAMN02708974	JJOU00000000.1	na	2209	2209	Methanosarcina mazei	strain=2.F.T.2.6		latest	Scaffold	Major	Full	2015/04/23	gtlEnvA5udCFS	University of Illinois at Urbana-Champaign	GCF_000978955.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/978/955/GCA_000978955.1_gtlEnvA5udCFS		
GCA_000978965.1	PRJNA242781	SAMN02708961	JJPI00000000.1	na	2209	2209	Methanosarcina mazei	strain=3.F.T.1A.1		latest	Scaffold	Major	Full	2015/04/23	gtlEnvA5udCFS	University of Illinois at Urbana-Champaign	GCF_000978965.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/978/965/GCA_000978965.1_gtlEnvA5udCFS		
GCA_000979015.1	PRJNA242781	SAMN02708987	JJPO00000000.1	na	2209	2209	Methanosarcina mazei	strain=3.H.A.2.1		latest	Scaffold	Major	Full	2015/04/23	gtlEnvA5udCFS	University of Illinois at Urbana-Champaign	GCF_000979015.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/979/015/GCA_000979015.1_gtlEnvA5udCFS		
GCA_000979025.1	PRJNA242781	SAMN02708951	JJPR00000000.1	na	2209	2209	Methanosarcina mazei	strain=3.H.A.2.6		latest	Scaffold	Major	Full	2015/04/23	gtlEnvA5udCFS	University of Illinois at Urbana-Champaign	GCF_000979025.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/979/025/GCA_000979025.1_gtlEnvA5udCFS		
GCA_000979035.1	PRJNA242781	SAMN02708985	JJPU00000000.1	na	2209	2209	Methanosarcina mazei	strain=3.H.M.1B.1		latest	Scaffold	Major	Full	2015/04/23	gtlEnvA5udCFS	University of Illinois at Urbana-Champaign	GCF_000979035.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/979/035/GCA_000979035.1_gtlEnvA5udCFS		
GCA_000979045.1	PRJNA242781	SAMN02708954	JJPW00000000.1	na	2209	2209	Methanosarcina mazei	strain=3.H.M.1B.5		latest	Scaffold	Major	Full	2015/04/23	gtlEnvA5udCFS	University of Illinois at Urbana-Champaign	GCF_000979045.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/979/045/GCA_000979045.1_gtlEnvA5udCFS		
GCA_000979095.1	PRJNA242781	SAMN02708964	JJPX00000000.1	na	2209	2209	Methanosarcina mazei	strain=3.H.M.2.7		latest	Scaffold	Major	Full	2015/04/23	gtlEnvA5udCFS	University of Illinois at Urbana-Champaign	GCF_000979095.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/979/095/GCA_000979095.1_gtlEnvA5udCFS		
GCA_000979105.1	PRJNA242781	SAMN02708932	JJQA00000000.1	na	2209	2209	Methanosarcina mazei	strain=1.F.A.1A.3		latest	Scaffold	Major	Full	2015/04/23	gtlEnvA5udCFS	University of Illinois at Urbana-Champaign	GCF_000979105.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/979/105/GCA_000979105.1_gtlEnvA5udCFS		
GCA_000979115.1	PRJNA242781	SAMN02708956	JJQD00000000.1	na	2209	2209	Methanosarcina mazei	strain=1.F.A.2.8		latest	Scaffold	Major	Full	2015/04/23	gtlEnvA5udCFS	University of Illinois at Urbana-Champaign	GCF_000979115.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/979/115/GCA_000979115.1_gtlEnvA5udCFS		
GCA_000979125.1	PRJNA242781	SAMN02708967	JJQE00000000.1	na	2209	2209	Methanosarcina mazei	strain=1.F.M.0.5		latest	Scaffold	Major	Full	2015/04/23	gtlEnvA5udCFS	University of Illinois at Urbana-Champaign	GCF_000979125.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/979/125/GCA_000979125.1_gtlEnvA5udCFS		
GCA_000979175.1	PRJNA242781	SAMN02708968	JJQH00000000.1	na	2209	2209	Methanosarcina mazei	strain=1.H.A.1A.3		latest	Scaffold	Major	Full	2015/04/23	gtlEnvA5udCFS	University of Illinois at Urbana-Champaign	GCF_000979175.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/979/175/GCA_000979175.1_gtlEnvA5udCFS		
GCA_000979185.1	PRJNA242781	SAMN02708935	JJQI00000000.1	na	2209	2209	Methanosarcina mazei	strain=1.H.A.1A.4		latest	Scaffold	Major	Full	2015/04/23	gtlEnvA5udCFS	University of Illinois at Urbana-Champaign	GCF_000979185.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/979/185/GCA_000979185.1_gtlEnvA5udCFS		
GCA_000979195.1	PRJNA242781	SAMN02708936	JJQM00000000.1	na	2209	2209	Methanosarcina mazei	strain=1.H.A.2.3		latest	Scaffold	Major	Full	2015/04/23	gtlEnvA5udCFS	University of Illinois at Urbana-Champaign	GCF_000979195.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/979/195/GCA_000979195.1_gtlEnvA5udCFS		
GCA_000979205.1	PRJNA242781	SAMN02708937	JJQO00000000.1	na	2209	2209	Methanosarcina mazei	strain=1.H.A.2.7		latest	Scaffold	Major	Full	2015/04/23	gtlEnvA5udCFS	University of Illinois at Urbana-Champaign	GCF_000979205.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/979/205/GCA_000979205.1_gtlEnvA5udCFS		
GCA_000979255.1	PRJNA242781	SAMN02708938	JJQS00000000.1	na	2209	2209	Methanosarcina mazei	strain=1.H.M.1A.2		latest	Scaffold	Major	Full	2015/04/23	gtlEnvA5udCFS	University of Illinois at Urbana-Champaign	GCF_000979255.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/979/255/GCA_000979255.1_gtlEnvA5udCFS		
GCA_000979265.1	PRJNA242781	SAMN02708980	JJQU00000000.1	na	2209	2209	Methanosarcina mazei	strain=1.H.M.2.1		latest	Scaffold	Major	Full	2015/04/23	gtlEnvA5udCFS	University of Illinois at Urbana-Champaign	GCF_000979265.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/979/265/GCA_000979265.1_gtlEnvA5udCFS		
GCA_000979275.1	PRJNA242781	SAMN02708939	JJQV00000000.1	na	2209	2209	Methanosarcina mazei	strain=1.H.M.2.2		latest	Scaffold	Major	Full	2015/04/23	gtlEnvA5udCFS	University of Illinois at Urbana-Champaign	GCF_000979275.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/979/275/GCA_000979275.1_gtlEnvA5udCFS		
GCA_000979335.1	PRJNA242781	SAMN02708960	JJOR00000000.1	na	2209	2209	Methanosarcina mazei	strain=2.F.A.2.3		latest	Scaffold	Major	Full	2015/04/23	gtlEnvA5udCFS	University of Illinois at Urbana-Champaign	GCF_000979335.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/979/335/GCA_000979335.1_gtlEnvA5udCFS		
GCA_000979345.1	PRJNA242781	SAMN02708981	JJOS00000000.1	na	2209	2209	Methanosarcina mazei	strain=2.F.A.2.4		latest	Scaffold	Major	Full	2015/04/23	gtlEnvA5udCFS	University of Illinois at Urbana-Champaign	GCF_000979345.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/979/345/GCA_000979345.1_gtlEnvA5udCFS		
GCA_000979375.1	PRJNA242781	SAMN02708943	JJOT00000000.1	na	2209	2209	Methanosarcina mazei	strain=2.F.T.0.2		latest	Scaffold	Major	Full	2015/04/23	gtlEnvA5udCFS	University of Illinois at Urbana-Champaign	GCF_000979375.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/979/375/GCA_000979375.1_gtlEnvA5udCFS		
GCA_000979495.1	PRJNA242781	SAMN02708982	JJPA00000000.1	na	2209	2209	Methanosarcina mazei	strain=3.F.A.1A.1		latest	Scaffold	Major	Full	2015/04/23	gtlEnvA5udCFS	University of Illinois at Urbana-Champaign	GCF_000979495.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/979/495/GCA_000979495.1_gtlEnvA5udCFS		
GCA_000979505.1	PRJNA242781	SAMN02708983	JJPC00000000.1	na	2209	2209	Methanosarcina mazei	strain=3.F.A.1B.1		latest	Scaffold	Major	Full	2015/04/23	gtlEnvA5udCFS	University of Illinois at Urbana-Champaign	GCF_000979505.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/979/505/GCA_000979505.1_gtlEnvA5udCFS		
GCA_000979515.1	PRJNA242781	SAMN02708975	JJPD00000000.1	na	2209	2209	Methanosarcina mazei	strain=3.F.A.2.12		latest	Scaffold	Major	Full	2015/04/23	gtlEnvA5udCFS	University of Illinois at Urbana-Champaign	GCF_000979515.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/979/515/GCA_000979515.1_gtlEnvA5udCFS		
GCA_000979555.1	PRJNA242781	SAMN02708976	JJPE00000000.1	na	2209	2209	Methanosarcina mazei	strain=3.F.A.2.3		latest	Scaffold	Major	Full	2015/04/23	gtlEnvA5udCFS	University of Illinois at Urbana-Champaign	GCF_000979555.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/979/555/GCA_000979555.1_gtlEnvA5udCFS		
GCA_000979575.1	PRJNA242781	SAMN02708946	JJPG00000000.1	na	2209	2209	Methanosarcina mazei	strain=3.F.A.2.6		latest	Scaffold	Major	Full	2015/04/23	gtlEnvA5udCFS	University of Illinois at Urbana-Champaign	GCF_000979575.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/979/575/GCA_000979575.1_gtlEnvA5udCFS		
GCA_000979585.1	PRJNA242781	SAMN02708947	JJPH00000000.1	na	2209	2209	Methanosarcina mazei	strain=3.F.A.2.7		latest	Scaffold	Major	Full	2015/04/23	gtlEnvA5udCFS	University of Illinois at Urbana-Champaign	GCF_000979585.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/979/585/GCA_000979585.1_gtlEnvA5udCFS		
GCA_000979595.1	PRJNA242781	SAMN02708948	JJPJ00000000.1	na	2209	2209	Methanosarcina mazei	strain=3.F.T.1A.2		latest	Scaffold	Major	Full	2015/04/23	gtlEnvA5udCFS	University of Illinois at Urbana-Champaign	GCF_000979595.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/979/595/GCA_000979595.1_gtlEnvA5udCFS		
GCA_000979635.1	PRJNA242781	SAMN02708949	JJPK00000000.1	na	2209	2209	Methanosarcina mazei	strain=3.F.T.1A.4		latest	Scaffold	Major	Full	2015/04/23	gtlEnvA5udCFS	University of Illinois at Urbana-Champaign	GCF_000979635.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/979/635/GCA_000979635.1_gtlEnvA5udCFS		
GCA_000979655.1	PRJNA242781	SAMN02708984	JJPM00000000.1	na	2209	2209	Methanosarcina mazei	strain=3.H.A.1A.1		latest	Scaffold	Major	Full	2015/04/23	gtlEnvA5udCFS	University of Illinois at Urbana-Champaign	GCF_000979655.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/979/655/GCA_000979655.1_gtlEnvA5udCFS		
GCA_000979665.1	PRJNA242781	SAMN02708986	JJPL00000000.1	na	2209	2209	Methanosarcina mazei	strain=3.F.T.2.1		latest	Scaffold	Major	Full	2015/04/23	gtlEnvA5udCFS	University of Illinois at Urbana-Champaign	GCF_000979665.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/979/665/GCA_000979665.1_gtlEnvA5udCFS		
GCA_000979675.1	PRJNA242781	SAMN02708962	JJPN00000000.1	na	2209	2209	Methanosarcina mazei	strain=3.H.A.1A.2		latest	Scaffold	Major	Full	2015/04/23	gtlEnvA5udCFS	University of Illinois at Urbana-Champaign	GCF_000979675.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/979/675/GCA_000979675.1_gtlEnvA5udCFS		
GCA_000979685.1	PRJNA242781	SAMN02708963	JJPP00000000.1	na	2209	2209	Methanosarcina mazei	strain=3.H.A.2.4		latest	Scaffold	Major	Full	2015/04/23	gtlEnvA5udCFS	University of Illinois at Urbana-Champaign	GCF_000979685.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/979/685/GCA_000979685.1_gtlEnvA5udCFS		
GCA_000979735.1	PRJNA242781	SAMN02708950	JJPQ00000000.1	na	2209	2209	Methanosarcina mazei	strain=3.H.A.2.5		latest	Scaffold	Major	Full	2015/04/23	gtlEnvA5udCFS	University of Illinois at Urbana-Champaign	GCF_000979735.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/979/735/GCA_000979735.1_gtlEnvA5udCFS		
GCA_000979745.1	PRJNA242781	SAMN02708977	JJPS00000000.1	na	2209	2209	Methanosarcina mazei	strain=3.H.A.2.8		latest	Scaffold	Major	Full	2015/04/23	gtlEnvA5udCFS	University of Illinois at Urbana-Champaign	GCF_000979745.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/979/745/GCA_000979745.1_gtlEnvA5udCFS		
GCA_000979755.1	PRJNA242781	SAMN02708952	JJPT00000000.1	na	2209	2209	Methanosarcina mazei	strain=3.H.M.1A.1		latest	Scaffold	Major	Full	2015/04/23	gtlEnvA5udCFS	University of Illinois at Urbana-Champaign	GCF_000979755.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/979/755/GCA_000979755.1_gtlEnvA5udCFS		
GCA_000979765.1	PRJNA242781	SAMN02708953	JJPV00000000.1	na	2209	2209	Methanosarcina mazei	strain=3.H.M.1B.2		latest	Scaffold	Major	Full	2015/04/23	gtlEnvA5udCFS	University of Illinois at Urbana-Champaign	GCF_000979765.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/979/765/GCA_000979765.1_gtlEnvA5udCFS		
GCA_000979815.1	PRJNA242781	SAMN02708955	JJPY00000000.1	na	2209	2209	Methanosarcina mazei	strain=3.H.T.1A.1		latest	Scaffold	Major	Full	2015/04/23	gtlEnvA5udCFS	University of Illinois at Urbana-Champaign	GCF_000979815.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/979/815/GCA_000979815.1_gtlEnvA5udCFS		
GCA_000979825.1	PRJNA242781	SAMN02708965	JJPZ00000000.1	na	2209	2209	Methanosarcina mazei	strain=3.H.T.1A.2		latest	Scaffold	Major	Full	2015/04/23	gtlEnvA5udCFS	University of Illinois at Urbana-Champaign	GCF_000979825.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/979/825/GCA_000979825.1_gtlEnvA5udCFS		
GCA_000979845.1	PRJNA242781	SAMN02708933	JJQB00000000.1	na	2209	2209	Methanosarcina mazei	strain=1.F.A.1B.3		latest	Scaffold	Major	Full	2015/04/23	gtlEnvA5udCFS	University of Illinois at Urbana-Champaign	GCF_000979845.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/979/845/GCA_000979845.1_gtlEnvA5udCFS		
GCA_000979855.1	PRJNA242781	SAMN02708966	JJQC00000000.1	na	2209	2209	Methanosarcina mazei	strain=1.F.A.1B.4		latest	Scaffold	Major	Full	2015/04/23	gtlEnvA5udCFS	University of Illinois at Urbana-Champaign	GCF_000979855.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/979/855/GCA_000979855.1_gtlEnvA5udCFS		
GCA_000979895.1	PRJNA242781	SAMN02708934	JJQF00000000.1	na	2209	2209	Methanosarcina mazei	strain=1.H.A.0.1		latest	Scaffold	Major	Full	2015/04/23	gtlEnvA5udCFS	University of Illinois at Urbana-Champaign	GCF_000979895.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/979/895/GCA_000979895.1_gtlEnvA5udCFS		
GCA_000979915.1	PRJNA242781	SAMN02708957	JJQG00000000.1	na	2209	2209	Methanosarcina mazei	strain=1.H.A.1A.1		latest	Scaffold	Major	Full	2015/04/23	gtlEnvA5udCFS	University of Illinois at Urbana-Champaign	GCF_000979915.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/979/915/GCA_000979915.1_gtlEnvA5udCFS		
GCA_000979925.1	PRJNA242781	SAMN02708969	JJQJ00000000.1	na	2209	2209	Methanosarcina mazei	strain=1.H.A.1A.6		latest	Scaffold	Major	Full	2015/04/23	gtlEnvA5udCFS	University of Illinois at Urbana-Champaign	GCF_000979925.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/979/925/GCA_000979925.1_gtlEnvA5udCFS		
GCA_000979935.1	PRJNA242781	SAMN02708978	JJQK00000000.1	na	2209	2209	Methanosarcina mazei	strain=1.H.A.2.1		latest	Scaffold	Major	Full	2015/04/23	gtlEnvA5udCFS	University of Illinois at Urbana-Champaign	GCF_000979935.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/979/935/GCA_000979935.1_gtlEnvA5udCFS		
GCA_000979995.1	PRJNA242781	SAMN02708979	JJQN00000000.1	na	2209	2209	Methanosarcina mazei	strain=1.H.A.2.6		latest	Scaffold	Major	Full	2015/04/23	gtlEnvA5udCFS	University of Illinois at Urbana-Champaign	GCF_000979995.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/979/995/GCA_000979995.1_gtlEnvA5udCFS		
GCA_000980005.1	PRJNA242781	SAMN02708958	JJQP00000000.1	na	2209	2209	Methanosarcina mazei	strain=1.H.A.2.8		latest	Scaffold	Major	Full	2015/04/23	gtlEnvA5udCFS	University of Illinois at Urbana-Champaign	GCF_000980005.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/980/005/GCA_000980005.1_gtlEnvA5udCFS		
GCA_000980025.1	PRJNA242781	SAMN02708970	JJQQ00000000.1	na	2209	2209	Methanosarcina mazei	strain=1.H.M.0.1		latest	Scaffold	Major	Full	2015/04/23	gtlEnvA5udCFS	University of Illinois at Urbana-Champaign	GCF_000980025.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/980/025/GCA_000980025.1_gtlEnvA5udCFS		
GCA_000980055.1	PRJNA242781	SAMN02708959	JJQR00000000.1	na	2209	2209	Methanosarcina mazei	strain=1.H.M.1A.1		latest	Scaffold	Major	Full	2015/04/23	gtlEnvA5udCFS	University of Illinois at Urbana-Champaign	GCF_000980055.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/980/055/GCA_000980055.1_gtlEnvA5udCFS		
GCA_000980075.1	PRJNA242781	SAMN02708940	JJQW00000000.1	na	2209	2209	Methanosarcina mazei	strain=1.H.M.2.3		latest	Scaffold	Major	Full	2015/04/23	gtlEnvA5udCFS	University of Illinois at Urbana-Champaign	GCF_000980075.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/980/075/GCA_000980075.1_gtlEnvA5udCFS		
GCA_000980085.1	PRJNA242781	SAMN02708971	JJQT00000000.1	na	2209	2209	Methanosarcina mazei	strain=1.H.M.1A.3		latest	Scaffold	Major	Full	2015/04/23	gtlEnvA5udCFS	University of Illinois at Urbana-Champaign	GCF_000980085.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/980/085/GCA_000980085.1_gtlEnvA5udCFS		
GCA_000980105.1	PRJNA242781	SAMN02708972	JJQX00000000.1	na	2209	2209	Methanosarcina mazei	strain=1.H.M.2.4		latest	Scaffold	Major	Full	2015/04/23	gtlEnvA5udCFS	University of Illinois at Urbana-Champaign	GCF_000980105.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/980/105/GCA_000980105.1_gtlEnvA5udCFS		
GCA_000980135.1	PRJNA242781	SAMN02708973	JJQZ00000000.1	na	2209	2209	Methanosarcina mazei	strain=1.H.T.2.1		latest	Scaffold	Major	Full	2015/04/23	gtlEnvA5udCFS	University of Illinois at Urbana-Champaign	GCF_000980135.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/980/135/GCA_000980135.1_gtlEnvA5udCFS		
GCA_000980155.1	PRJNA242781	SAMN02708941	JJRA00000000.1	na	2209	2209	Methanosarcina mazei	strain=1.H.T.2.3		latest	Scaffold	Major	Full	2015/04/23	gtlEnvA5udCFS	University of Illinois at Urbana-Champaign	GCF_000980155.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/980/155/GCA_000980155.1_gtlEnvA5udCFS		
